frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745834150.5404165,0.0,0.0,frame_0000.jpg,-2.5310686362206196e-05,2.127173498092373e-10,359.9997336226224,792
1,1745834150.9418087,0.02136691411486026,0.0,frame_0001.jpg,0.0010123757970779612,-9.513238786375129e-06,358.9717764921571,575
2,1745834151.341929,0.006330937515514151,0.07043167986009494,frame_0002.jpg,0.011101040716553484,-0.00043707485616705974,359.0333643079031,575
3,1745834151.7418752,0.07517988299673055,0.039568359471963445,frame_0003.jpg,0.02800417559276752,-9.531328607905593e-05,0.28648545454700525,504
4,1745834152.141812,0.011079140652149764,0.0031654687577570757,frame_0004.jpg,0.047027277993466426,-0.000613293345686489,356.5711084328702,575
5,1745834152.542559,0.0015827343788785378,0.0,frame_0005.jpg,0.04821450363381879,-0.0006884223978985441,356.1780447065143,575
6,1745834152.9417126,0.1503597659934611,0.01661871097822465,frame_0006.jpg,0.06585739158947863,-0.003954478636165714,343.3057540834924,572
7,1745834153.3418212,0.07517988299673055,0.0585611720185059,frame_0007.jpg,0.09403899853732137,-0.015345141731709484,335.49759110736056,571
8,1745834153.7421572,0.002374101568317807,0.014244609409906841,frame_0008.jpg,0.10726940207083378,-0.021468802319828173,336.07957786615896,571
9,1745834154.1482248,0.05935253920794517,0.0,frame_0009.jpg,0.11357344788975943,-0.02447407266248265,332.2593711011008,570
10,1745834154.5417216,0.05539570326074882,0.06172664077626298,frame_0010.jpg,0.13030993554561784,-0.034650232390075614,328.2764419092562,569
11,1745834154.941788,0.12266191436308668,0.013453242220467572,frame_0011.jpg,0.1520397713804803,-0.04967102994498906,319.537559790778,568
12,1745834155.3413496,0.0,0.0,frame_0012.jpg,0.16118002426269998,-0.05848957707851846,313.59044236346165,566
13,1745834155.7432308,0.030071953198692217,0.024532382872617338,frame_0013.jpg,0.165899044187606,-0.0634674592960465,313.3085160601856,566
14,1745834156.1417575,0.05381296888187029,0.0838849220805625,frame_0014.jpg,0.17793587155320614,-0.07594455561350727,315.09203896192145,567
15,1745834156.5418005,0.018992812546542455,0.1376978909624328,frame_0015.jpg,0.20302815843835936,-0.09712679892809661,326.9099259620118,569
16,1745834156.943447,0.007913671894392689,0.010287773462710497,frame_0016.jpg,0.21792152962199607,-0.10532305882162005,333.8587418575293,570
17,1745834157.3417346,0.07834535175448762,0.0015827343788785378,frame_0017.jpg,0.22709955620722438,-0.11051950015127521,327.07823548353923,569
18,1745834157.7418103,0.007913671894392689,0.08942449240663738,frame_0018.jpg,0.24218460886635887,-0.12059399170350929,329.82900537930266,570
19,1745834158.141699,0.10366910181654423,0.012661875031028303,frame_0019.jpg,0.2613469711617395,-0.13162116343361874,325.3650259642141,569
20,1745834158.5417354,0.09812953149046935,0.056978437639627365,frame_0020.jpg,0.2837437172925945,-0.15005621415104062,317.41251377016323,567
21,1745834158.9416769,0.05460433607130956,0.018992812546542455,frame_0021.jpg,0.3001510832985392,-0.1664622930778997,312.25389728629517,638
22,1745834159.341662,0.15589933631953598,0.007913671894392689,frame_0022.jpg,0.3143138231087572,-0.18645697490270668,297.8786815930199,635
23,1745834159.7442253,0.015035976599346109,0.04194246104028125,frame_0023.jpg,0.3223622978127,-0.20494479779995906,293.4591735396173,634
24,1745834160.1417122,0.03244605476701003,0.004748203136635614,frame_0024.jpg,0.32622051364129945,-0.21375435728120576,292.1044772347316,634
25,1745834160.5416734,0.010287773462710497,0.06726621110233785,frame_0025.jpg,0.3313037758468919,-0.22555988055741036,296.05950168872204,635
26,1745834160.9417856,0.048273398555795405,0.06726621110233785,frame_0026.jpg,0.3395680263011747,-0.2404797199726173,300.47249032656185,636
27,1745834161.3417244,0.11395687527925473,0.06330937515514151,frame_0027.jpg,0.35652185777675754,-0.26952491299027703,297.8334418350523,635
28,1745834161.7417254,0.019784179735981722,0.0,frame_0028.jpg,0.36444857880768083,-0.2858745905669815,293.34435122948025,634
29,1745834162.1417408,0.0,0.0,frame_0029.jpg,0.3653295343298095,-0.2880026622128957,291.8988373142954,634
30,1745834162.5416772,0.048273398555795405,0.02769785163037441,frame_0030.jpg,0.36857435559930485,-0.29659803724578854,289.8932393494331,634
31,1745834162.9416945,0.03798562509308491,0.09575542992215154,frame_0031.jpg,0.37679733771450263,-0.31826876065551074,293.3059314153989,274
