frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745914131.6010287,0.0,0.0,frame_0000.jpg,-0.0,0.0,0.00032784908017902126,864
1,1745914132.0010715,0.035611523524767104,0.002374101568317807,frame_0001.jpg,0.004477846957059826,-0.0001266981171538454,357.19728651559865,575
2,1745914132.400965,0.0688489454812164,-0.0039568359471963445,frame_0002.jpg,0.015376938295994125,-0.0014221226962288442,349.3556829332904,573
3,1745914132.8086472,0.12820148468916157,0.026115117251495873,frame_0003.jpg,0.03703900744784301,-0.008575028300489815,336.5370161254422,571
4,1745914133.201104,0.03244605476701003,0.006330937515514151,frame_0004.jpg,0.04768299794546534,-0.014543248949326917,328.63082263187675,569
5,1745914133.6009529,0.002374101568317807,0.0,frame_0005.jpg,0.05102875632958231,-0.016639746962714693,327.05171021652643,569
6,1745914134.0009553,0.012661875031028303,0.1274101174997223,frame_0006.jpg,0.05903850118702176,-0.02124578557295264,336.78183742605216,571
7,1745914134.4011943,0.02215828130429953,0.03640289071420637,frame_0007.jpg,0.07799701360455975,-0.027304163169398796,345.2769808289039,573
8,1745914134.801182,0.01661871097822465,0.0015827343788785378,frame_0008.jpg,0.08503339790373157,-0.029108690657707343,344.8668143088663,573
9,1745914135.2010055,0.038776992282524174,0.10050363305878715,frame_0009.jpg,0.10026019723357178,-0.03277947103515405,348.6570228830898,573
10,1745914135.601147,0.039568359471963445,0.056978437639627365,frame_0010.jpg,0.12423221085798464,-0.03619471072290251,354.0502222140019,574
11,1745914136.0009866,0.012661875031028303,0.04510792979803833,frame_0011.jpg,0.14012908560239123,-0.037404844980045114,357.8707158470052,575
12,1745914136.400958,0.010287773462710497,0.17410078167663917,frame_0012.jpg,0.16376638072963728,-0.035170115343765566,13.05687648534149,506
13,1745914136.8010788,0.0,0.0,frame_0013.jpg,0.180284659698794,-0.029630648006841287,22.45662380224809,508
14,1745914137.2010312,0.03482015633532783,0.06410074234458078,frame_0014.jpg,0.1891367056684302,-0.025680505447990783,25.212837358780007,509
15,1745914137.6009927,0.0585611720185059,0.0815108205122447,frame_0015.jpg,0.21059597441611738,-0.014674319935287228,28.88141392426388,509
16,1745914138.000996,0.017410078167663916,0.10208636743766569,frame_0016.jpg,0.2328397395309649,-0.0009275784409233379,37.132897158664605,511
17,1745914138.4009933,0.010287773462710497,0.08546765645944104,frame_0017.jpg,0.24919091893285666,0.013992635402748851,48.12394877858992,873
18,1745914138.8009803,0.0332374219564493,0.0039568359471963445,frame_0018.jpg,0.25779482821923994,0.024512437189228492,50.12436092232491,874
19,1745914139.2010224,0.028489218819813682,0.004748203136635614,frame_0019.jpg,0.26311573452889425,0.030482653385214928,47.129965009056264,873
20,1745914139.6010191,0.08467628927000177,0.013453242220467572,frame_0020.jpg,0.2732951082766995,0.04029605700282589,40.53774645991598,872
21,1745914140.0009935,0.0,0.060143906397384435,frame_0021.jpg,0.2856076221139632,0.05026255878475967,41.89264425538221,872
22,1745914140.400974,0.0838849220805625,0.073597148617852,frame_0022.jpg,0.3021048518751678,0.06672959007074174,45.242640307409204,945
23,1745914140.8010595,0.02769785163037441,0.007122304704953421,frame_0023.jpg,0.31545957688717713,0.08000505590175594,43.24533589974658,944
24,1745914141.2009773,0.015827343788785378,0.08625902364888031,frame_0024.jpg,0.32530582774074884,0.089695177576288,47.44801959794711,945
25,1745914141.6010787,0.1068345705743013,0.0,frame_0025.jpg,0.33906002397248447,0.1047049990847162,42.38202047922448,944
26,1745914142.000968,0.0229496484937388,0.013453242220467572,frame_0026.jpg,0.3498380738832837,0.11309597263204989,35.16039316787828,943
27,1745914142.4010162,0.010287773462710497,0.10604320338486203,frame_0027.jpg,0.3626578806886428,0.12322192778384251,42.59179607920305,944
28,1745914142.801009,0.05381296888187029,0.0815108205122447,frame_0028.jpg,0.380392767111148,0.1428213593043106,50.42411060424007,946
29,1745914143.2010062,0.002374101568317807,0.0,frame_0029.jpg,0.3880824078066648,0.15238987308643615,51.599476877372524,946
30,1745914143.6009831,0.0,0.12345328155252595,frame_0030.jpg,0.394086059114843,0.16136550390683335,60.155183567594804,948
31,1745914144.0010102,0.024532382872617338,0.011870507841589033,frame_0031.jpg,0.40078019838542966,0.17568906547354607,66.4959282118736,949
