frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745911655.2002575,0.0,0.0,frame_0000.jpg,-0.0,0.0,0.0,864
1,1745911655.6016037,0.04194246104028125,0.07834535175448762,frame_0001.jpg,0.013179325521886453,0.00040258859622616626,3.070156371542396,864
2,1745911656.0014973,0.019784179735981722,0.03798562509308491,frame_0002.jpg,0.03097661673823226,0.001971438592299415,6.851034907359633,865
3,1745911656.4002395,0.07201441423897346,0.04431656260859906,frame_0003.jpg,0.04957552420870697,0.00417389823838335,5.605099119722581,865
4,1745911656.801198,0.011870507841589033,0.026115117251495873,frame_0004.jpg,0.06478445047523176,0.005446123008729195,5.392325066698334,865
5,1745911657.201211,0.0,0.0,frame_0005.jpg,0.06843474107992023,0.005826076300562866,6.342609285922208,865
6,1745911657.6089945,0.049064765745234676,0.06726621110233785,frame_0006.jpg,0.08006012784749243,0.007300824379232691,7.8607007912276,865
7,1745911658.00108,0.009496406273271227,0.026115117251495873,frame_0007.jpg,0.09628735292240956,0.009846227995698828,10.369552216778345,866
8,1745911658.4012697,0.05302160169243102,0.0039568359471963445,frame_0008.jpg,0.1059409392969188,0.01149553829537786,7.09884783082606,865
9,1745911658.801145,0.047482031366356134,0.048273398555795405,frame_0009.jpg,0.12163011737375284,0.01277399616020207,3.9496388498299098,864
10,1745911659.2010934,0.011079140652149764,0.026906484440935144,frame_0010.jpg,0.13654854069721423,0.013866935650071847,5.142449426102587,865
11,1745911659.601099,0.008705039083831958,0.008705039083831958,frame_0011.jpg,0.1424421074909443,0.014452931342607382,6.009801488424159,865
12,1745911660.0011735,0.0031654687577570757,0.013453242220467572,frame_0012.jpg,0.146417579194581,0.01488663664528974,6.699131500218527,865
13,1745911660.4010808,0.0,0.018201445357103184,frame_0013.jpg,0.1502045734395459,0.015400118488642173,9.06777280248724,865
14,1745911660.801149,0.07517988299673055,0.06251800796570224,frame_0014.jpg,0.16660874124311129,0.018124970791335362,8.949897397791176,865
15,1745911661.2011142,0.060143906397384435,0.07201441423897346,frame_0015.jpg,0.19494655443157743,0.022353545394944524,8.769990215053042,865
16,1745911661.6011372,0.0,0.0,frame_0016.jpg,0.2086682002285825,0.02454491972749684,9.251860060997444,865
17,1745911662.001326,0.08705039083831959,0.031654687577570756,frame_0017.jpg,0.22115929150319535,0.02600736082088885,4.313510347673173,864
18,1745911662.4010468,0.06410074234458078,0.12107917998420814,frame_0018.jpg,0.25084219856524803,0.027785854830877338,5.874304195669481,865
19,1745911662.80109,0.0039568359471963445,0.011870507841589033,frame_0019.jpg,0.2711791455025934,0.030544713421591374,9.659007637421894,866
20,1745911663.2011068,0.018992812546542455,0.01661871097822465,frame_0020.jpg,0.27693958817391673,0.03154568943363931,9.796157835955796,866
21,1745911663.601158,0.14482019566738621,0.0,frame_0021.jpg,0.2938283922801362,0.03300615005519508,359.44220577124173,935
22,1745911664.001102,0.002374101568317807,0.013453242220467572,frame_0022.jpg,0.30982240044818643,0.03132481238241447,350.8394049266923,1006
23,1745911664.4011066,0.017410078167663916,0.02136691411486026,frame_0023.jpg,0.3156293158632178,0.030452742059751486,351.7296791038684,1006
24,1745911664.8014007,0.0031654687577570757,0.03244605476701003,frame_0024.jpg,0.3217488341630693,0.02962277972904616,353.40976903590814,1006
25,1745911665.2002683,0.011079140652149764,0.02769785163037441,frame_0025.jpg,0.3317939270821625,0.028897144271757838,357.83096414603574,1007
26,1745911665.6011958,0.03402878914588856,0.12266191436308668,frame_0026.jpg,0.3450254985972474,0.02900818017708491,3.700500869664552,936
27,1745911666.0030305,0.05460433607130956,0.005539570326074882,frame_0027.jpg,0.37429343521927044,0.0334651498710348,11.069851512379728,938
28,1745911666.4004881,0.014244609409906841,0.04352519541915979,frame_0028.jpg,0.3876647606889466,0.035423842211275675,8.786628555871175,937
29,1745911666.8011236,0.031654687577570756,0.08467628927000177,frame_0029.jpg,0.4050603983164578,0.0391262127937301,14.848093595177374,939
30,1745911667.2012446,0.0,0.0,frame_0030.jpg,0.41687585116789094,0.04271941069671201,18.55269257834391,939
31,1745911667.6010947,0.015035976599346109,0.13057558625747936,frame_0031.jpg,0.42821642173686686,0.047591905923250355,26.78944992489403,941
