frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745910208.1591074,0.0,0.0,frame_0000.jpg,0.0,-0.0,0.0,864
1,1745910208.5599265,0.0,0.018992812546542455,frame_0001.jpg,0.0012148349561906743,1.24133798663109e-05,1.032342111912385,864
2,1745910208.9598541,0.0,0.017410078167663916,frame_0002.jpg,0.005235388920170878,0.0001809949493109159,3.4933344019488572,864
3,1745910209.3608067,0.012661875031028303,0.06726621110233785,frame_0003.jpg,0.01461976199701847,0.001189124342682508,8.258648102840084,865
4,1745910209.7602406,0.03402878914588856,0.005539570326074882,frame_0004.jpg,0.026613062710223227,0.0034164117630965662,10.123146312280937,866
5,1745910210.1598995,0.0039568359471963445,0.011870507841589033,frame_0005.jpg,0.032682343151991866,0.004411845256398342,9.384727730921668,865
6,1745910210.55999,0.11316550808981546,0.006330937515514151,frame_0006.jpg,0.04492161269251992,0.005798293423154452,2.779688916709233,864
7,1745910210.9600673,0.011079140652149764,0.04510792979803833,frame_0007.jpg,0.06416240882340037,0.005147553092240293,357.5894145060382,935
8,1745910211.3600166,0.012661875031028303,0.0039568359471963445,frame_0008.jpg,0.07248812257663893,0.0050196564763987555,359.3425123301162,935
9,1745910211.7598348,0.1171223440370118,0.06489210953402005,frame_0009.jpg,0.09060345257826438,0.004006309668128235,354.90816910583635,935
10,1745910212.1599596,0.0458992969874776,0.1345324222046757,frame_0010.jpg,0.12692754492087777,7.06079486246184e-05,357.3282485627445,935
11,1745910212.5598493,0.03640289071420637,0.0,frame_0011.jpg,0.15040364469831682,0.0004929219222091449,1.2240996728605182,864
12,1745910212.9599118,0.0,0.0,frame_0012.jpg,0.15470614159281912,0.00047594109190107325,358.7576910428122,935
13,1745910213.3598602,0.019784179735981722,0.038776992282524174,frame_0013.jpg,0.1602485790809998,0.00040131173188263057,359.8885996146371,864
14,1745910213.759841,0.12266191436308668,0.03086332038813149,frame_0014.jpg,0.18075320303734396,-0.0002675304364720297,353.8648850308736,574
15,1745910214.1598785,0.09892089867990861,0.018992812546542455,frame_0015.jpg,0.2085949288619491,-0.005880458505960965,342.08603939207904,572
16,1745910214.5597916,0.0,0.10050363305878715,frame_0016.jpg,0.22933679464409884,-0.01317223577764287,345.26670822439223,573
17,1745910214.959875,0.0815108205122447,0.012661875031028303,frame_0017.jpg,0.25025440368244417,-0.017475314128708522,346.43188385528305,573
18,1745910215.35993,0.015035976599346109,0.14165472690962913,frame_0018.jpg,0.2734980001096049,-0.023475493033766788,350.07860381542287,574
19,1745910215.7598693,0.02769785163037441,0.06805757829177712,frame_0019.jpg,0.30070126769779054,-0.024797903156960774,2.292341259050545,576
20,1745910216.1602101,-0.0039568359471963445,0.008705039083831958,frame_0020.jpg,0.3121355058879883,-0.023971035962539546,6.176635689090915,577
21,1745910216.5598814,0.04985613293467394,0.02769785163037441,frame_0021.jpg,0.3189506515962433,-0.02319591875172279,5.783510491032473,577
22,1745910216.9599657,0.023741015683178067,0.05460433607130956,frame_0022.jpg,0.3345727601160411,-0.021714927733028,6.707075010223264,577
23,1745910217.360127,0.0,0.005539570326074882,frame_0023.jpg,0.34352429703688003,-0.020487871824662086,9.288893346677298,577
24,1745910217.759859,0.025323750062056605,0.05143886731355248,frame_0024.jpg,0.35079217509737753,-0.01901563259252707,12.392415192315184,578
25,1745910218.159051,0.04194246104028125,0.0,frame_0025.jpg,0.36247255047787286,-0.016395337415585316,10.480720375709438,578
26,1745910218.5598466,0.004748203136635614,0.011870507841589033,frame_0026.jpg,0.36847969033118244,-0.015497307415042082,7.771204822532923,577
27,1745910218.9598367,0.11237414090037619,0.02769785163037441,frame_0027.jpg,0.3832203889057655,-0.014182985299719742,2.1218597373670036,576
28,1745910219.3599312,0.0,0.07913671894392689,frame_0028.jpg,0.4058404368071575,-0.014428667735738462,1.8667658322453349,576
29,1745910219.759874,0.0,0.0,frame_0029.jpg,0.414661556825891,-0.013646998392922834,7.340035470797545,577
30,1745910220.1605697,0.026906484440935144,0.02928058600925295,frame_0030.jpg,0.42020600754866094,-0.012906720219180077,7.7523535004236805,577
31,1745910220.5599637,0.006330937515514151,0.047482031366356134,frame_0031.jpg,0.43190511357605926,-0.011064586657496643,11.177228916321496,578
