frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745910235.358883,0.0,0.0,frame_0000.jpg,0.0,-0.0,0.0,864
1,1745910235.7598338,0.018201445357103184,0.0815108205122447,frame_0001.jpg,0.008696698109587436,0.0003832649206170157,4.445332998654408,864
2,1745910236.1618025,0.008705039083831958,0.11237414090037619,frame_0002.jpg,0.030597263081638695,0.004355304399839131,16.50108133659046,867
3,1745910236.5605965,0.06172664077626298,0.11395687527925473,frame_0003.jpg,0.058049885219555994,0.01626912008802585,27.313721585205883,869
4,1745910236.960108,0.01661871097822465,0.07913671894392689,frame_0004.jpg,0.07809328901807097,0.02765826481895787,34.8997977727513,871
5,1745910237.359883,0.07280578142841274,0.04431656260859906,frame_0005.jpg,0.09642352904804229,0.0415172914145604,36.60632053687897,871
6,1745910237.7601924,0.147194297235704,0.031654687577570756,frame_0006.jpg,0.11493280779363158,0.053054227649155794,26.264112755071665,869
7,1745910238.1622915,0.09654679711159081,0.0838849220805625,frame_0007.jpg,0.1483964254523238,0.06608519662192723,18.715196439076863,867
8,1745910238.5598905,0.04985613293467394,0.028489218819813682,frame_0008.jpg,0.17459013344155522,0.07457895176438761,16.33342751322334,867
9,1745910238.9598718,0.0,0.0,frame_0009.jpg,0.18258716517315043,0.0768071203710285,14.780187854449082,867
10,1745910239.3599367,0.06489210953402005,0.014244609409906841,frame_0010.jpg,0.19066549305865227,0.07860080155277821,10.774063340183147,866
11,1745910239.759817,0.04352519541915979,0.10841730495317985,frame_0011.jpg,0.21406349657343535,0.08274319824588718,12.370251228458471,866
12,1745910240.1598597,0.0,0.04273382822972052,frame_0012.jpg,0.23477881390019786,0.08868064582760574,20.54440306107631,868
13,1745910240.5598133,-0.007122304704953421,0.026115117251495873,frame_0013.jpg,0.24053312977820315,0.09111950571483174,25.823387968687427,869
14,1745910240.959878,0.0,0.0,frame_0014.jpg,0.2424481006221316,0.09209979237515693,27.875490984061116,869
15,1745910241.3599257,0.0,0.09338132835383373,frame_0015.jpg,0.24620361259480658,0.09425444730163007,34.5836556368281,871
16,1745910241.7600923,0.0664748439128986,0.11316550808981546,frame_0016.jpg,0.26649982045278137,0.11199007989926293,44.44099830736883,872
17,1745910242.1598914,0.06568347672345932,0.030071953198692217,frame_0017.jpg,0.2862912334136885,0.13249488781455968,44.79241154016597,873
18,1745910242.5598965,0.011079140652149764,0.04510792979803833,frame_0018.jpg,0.2978706116790082,0.14374908043778367,45.59759522066207,873
19,1745910242.9598997,0.1321583206363579,0.026115117251495873,frame_0019.jpg,0.31202122978119584,0.15782458307763175,40.55509878287347,944
20,1745910243.3597448,0.01661871097822465,0.10208636743766569,frame_0020.jpg,0.3347828324453579,0.17529401253092372,40.00013225243157,944
21,1745910243.759936,0.08942449240663738,0.09100722678551593,frame_0021.jpg,0.35586638828906775,0.1957456363548531,45.5805334081154,945
22,1745910244.1600616,0.0,0.09733816430103008,frame_0022.jpg,0.37537003214218484,0.21691360743076354,52.964801183977954,946
23,1745910244.5598974,0.007122304704953421,0.04985613293467394,frame_0023.jpg,0.3839475066063428,0.23072654569194023,62.106749840851535,948
24,1745910244.9597914,0.011870507841589033,0.004748203136635614,frame_0024.jpg,0.3876660482392319,0.23837394495609643,64.78090550469494,949
25,1745910245.3591652,0.052230234502991746,0.10366910181654423,frame_0025.jpg,0.39469975255881623,0.2543284417565533,68.32992643894693,949
26,1745910245.7655754,0.018992812546542455,0.017410078167663916,frame_0026.jpg,0.4020415223223205,0.2748698203349677,71.68449188752862,950
27,1745910246.1600304,0.0688489454812164,0.094172695543273,frame_0027.jpg,0.4074736865819379,0.29194597351780827,73.15244980432612,950
28,1745910246.5600395,0.0,0.0,frame_0028.jpg,0.41243106118977546,0.3092976924665524,74.67599180058914,1311
29,1745910246.9597993,0.005539570326074882,-0.0039568359471963445,frame_0029.jpg,0.4126011564796722,0.3099071668624431,73.83258638149766,1310
30,1745910247.3599706,0.009496406273271227,0.008705039083831958,frame_0030.jpg,0.41301123749890595,0.31123747438331445,72.7187874335437,1310
31,1745910247.7598166,0.060935273586823706,0.05935253920794517,frame_0031.jpg,0.4167809744184372,0.32339783760970947,72.78389279671222,1310
