frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1745910124.1598804,0.0,0.0,frame_0000.jpg,-2.5310686361340454e-05,2.3534702164424934e-10,359.9998411981018,792
1,1745910124.5598905,0.026115117251495873,0.07597125018616982,frame_0001.jpg,0.009004470199486832,0.0002987671451689074,3.7948052915348853,864
2,1745910124.9598956,0.002374101568317807,0.0,frame_0002.jpg,0.019965263274473604,0.001326137378669756,6.368239570782691,865
3,1745910125.359928,0.0815108205122447,-0.002374101568317807,frame_0003.jpg,0.028000940527764407,0.0017111877259778085,359.3847485123963,935
4,1745910125.7598848,0.03798562509308491,0.0,frame_0004.jpg,0.04041855600833944,0.0005988917586616307,350.85545587124176,934
5,1745910126.160201,0.10050363305878715,0.038776992282524174,frame_0005.jpg,0.055884109714555395,-0.003241966917640577,343.2012692646641,572
6,1745910126.559892,0.0015827343788785378,0.073597148617852,frame_0006.jpg,0.07743658021129245,-0.010526786450459333,343.96430085958434,572
7,1745910126.959956,0.09654679711159081,0.07755398456504835,frame_0007.jpg,0.10244142746239873,-0.01618577563801061,346.9940237919007,573
8,1745910127.3598576,0.009496406273271227,0.006330937515514151,frame_0008.jpg,0.12369041844904918,-0.021351262927754765,345.62652173609484,573
9,1745910127.7672458,0.0007913671894392689,0.01661871097822465,frame_0009.jpg,0.12727302232342486,-0.022256966741258516,346.5936278574708,573
10,1745910128.160031,0.05776980482906663,0.0,frame_0010.jpg,0.13387808591252923,-0.02390439644644689,343.5716465176918,572
11,1745910128.5598564,0.10287773462710496,0.017410078167663916,frame_0011.jpg,0.15131454356151447,-0.030882477270036898,333.56481106990014,570
12,1745910128.9600341,0.0,0.0,frame_0012.jpg,0.16222094102304296,-0.03703966335425934,328.28637983449863,569
13,1745910129.359908,0.06172664077626298,0.03719425790364564,frame_0013.jpg,0.169738429523931,-0.041867695098295105,326.4853853088659,569
14,1745910129.7610767,0.035611523524767104,0.019784179735981722,frame_0014.jpg,0.18341631894441424,-0.051455206958660425,323.5889829733931,568
15,1745910130.1600177,0.04194246104028125,0.07517988299673055,frame_0015.jpg,0.19690426839104047,-0.06135191957788759,325.24570512073495,569
16,1745910130.5598454,0.06172664077626298,0.0,frame_0016.jpg,0.21258207706502735,-0.07200571957061222,322.6690102799321,568
17,1745910130.9599547,0.15352523475121818,0.026115117251495873,frame_0017.jpg,0.22964290704520646,-0.08900750638652098,309.1444109779646,565
18,1745910131.3599288,0.010287773462710497,0.005539570326074882,frame_0018.jpg,0.24113092530235428,-0.10575331723149901,300.8953951494015,564
19,1745910131.760272,0.094172695543273,0.0031654687577570757,frame_0019.jpg,0.24600676782390948,-0.11513467532737998,294.19414970563486,562
20,1745910132.1598976,0.002374101568317807,0.1685612113505643,frame_0020.jpg,0.25682322788819567,-0.14014298217704393,299.4905925767646,563
21,1745910132.5598843,0.11000003933205837,0.025323750062056605,frame_0021.jpg,0.2756578221670674,-0.1665066006911575,303.625476402169,564
22,1745910132.963618,0.07201441423897346,0.060935273586823706,frame_0022.jpg,0.2887077418954826,-0.18984636297260288,297.2819962671276,563
23,1745910133.3601377,0.018992812546542455,0.03798562509308491,frame_0023.jpg,0.29818743011366733,-0.20833783775839815,298.09293438199944,563
24,1745910133.759914,0.06568347672345932,0.0,frame_0024.jpg,0.303796120376589,-0.21902553789873225,294.3261362811562,634
25,1745910134.1599326,0.05143886731355248,0.007122304704953421,frame_0025.jpg,0.30805043306726415,-0.23042227888598293,286.6685858064123,633
26,1745910134.5599515,0.0332374219564493,0.0838849220805625,frame_0026.jpg,0.31284731500366025,-0.24721313590069016,287.899645442037,633
27,1745910134.9692655,0.0039568359471963445,0.052230234502991746,frame_0027.jpg,0.3193932825575165,-0.26442675479187966,294.98230913962476,635
28,1745910135.3599267,0.023741015683178067,0.012661875031028303,frame_0028.jpg,0.324018808107181,-0.273544974509426,297.2706957191458,635
29,1745910135.759954,0.007913671894392689,0.07201441423897346,frame_0029.jpg,0.32946493749025774,-0.283660055364712,301.3200075195337,636
30,1745910136.1599615,0.0,0.0015827343788785378,frame_0030.jpg,0.33466041448717054,-0.2914787811929406,305.81199071021933,637
31,1745910136.5609882,0.038776992282524174,0.0,frame_0031.jpg,0.33470487636259033,-0.2915403345781591,305.87145433713346,637
