frame,timestamp,left_vel,right_vel,img_path,rel_x,rel_y,rel_theta,action_id
0,1746170988.5697465,0.0,0.0,frame_0000.jpg,2.4961032423539387e-16,3.7338568569212465e-11,0.0003756604043587686,864
1,1746170988.969604,0.015827343788785378,0.08230218770168397,frame_0001.jpg,0.008949214140261078,0.00039943530357703814,4.909639013148137,865
2,1746170989.369543,0.08705039083831959,0.035611523524767104,frame_0002.jpg,0.030531817181665477,0.003000957970166746,5.180870947731194,865
3,1746170989.7697031,0.0,0.0039568359471963445,frame_0003.jpg,0.04434948908339396,0.0038337178531320983,2.2301131130698195,864
4,1746170990.1694624,0.12107917998420814,0.05539570326074882,frame_0004.jpg,0.06029122202917349,0.003998650920368375,358.8436762942735,935
5,1746170990.5698423,0.0031654687577570757,0.0,frame_0005.jpg,0.08101778547239762,0.002588055941964467,353.681566168645,934
6,1746170990.96947,0.0,0.0,frame_0006.jpg,0.08134474537677529,0.002551127828436233,353.48456302241436,934
7,1746170991.368487,0.05064750012411321,0.06568347672345932,frame_0007.jpg,0.09239489185962088,0.0013874514093220151,354.42619595328074,934
8,1746170991.7693458,0.02769785163037441,0.15669070350897524,frame_0008.jpg,0.12219627437247675,0.0009177478839414582,5.67239526606744,865
9,1746170992.1697896,0.03482015633532783,0.04194246104028125,frame_0009.jpg,0.1477721689795447,0.006207100987832136,14.739481634543097,867
10,1746170992.5693488,0.020575546925420993,0.018201445357103184,frame_0010.jpg,0.15926271949128176,0.009286415637152289,14.97220325503838,867
11,1746170992.9693317,0.0,0.16935257854000355,frame_0011.jpg,0.17579067359983327,0.015348245619576442,27.51100989183442,869
12,1746170993.3694258,0.0,0.015827343788785378,frame_0012.jpg,0.19399515317488647,0.027651856114126495,40.201344275367205,872
13,1746170993.7695327,0.09338132835383373,0.0,frame_0013.jpg,0.20190270449275,0.033884701357677446,34.57796073923646,871
14,1746170994.1696434,0.01661871097822465,0.020575546925420993,frame_0014.jpg,0.2148935128992974,0.04163546014254477,28.916133483362387,869
15,1746170994.5695066,0.049064765745234676,0.049064765745234676,frame_0015.jpg,0.2260734252494066,0.047883134959772096,29.29377805766694,869
16,1746170994.9695485,0.023741015683178067,0.03244605476701003,frame_0016.jpg,0.24073998091055313,0.05619241646985073,30.006979580610505,870
17,1746170995.3699412,0.04669066417691686,0.09021585959607666,frame_0017.jpg,0.25678446198037863,0.06609256075718634,33.49517085011439,870
18,1746170995.7697167,0.08467628927000177,0.07834535175448762,frame_0018.jpg,0.28137913131688336,0.08365007524288554,35.98060155700114,871
19,1746170996.1693358,0.1068345705743013,0.05302160169243102,frame_0019.jpg,0.3078215217310961,0.10191482446649924,32.09952756115439,942
20,1746170996.5693805,0.031654687577570756,0.04669066417691686,frame_0020.jpg,0.32800365100990575,0.11357593313599751,29.873975306902878,942
21,1746170996.970248,0.03086332038813149,0.12899285187860082,frame_0021.jpg,0.34837610727115653,0.12704795737094227,38.109342709956934,943
22,1746170997.3694696,0.11474824246869399,0.004748203136635614,frame_0022.jpg,0.369673215004946,0.14499618484168547,35.483896540179444,943
23,1746170997.769343,0.048273398555795405,0.008705039083831958,frame_0023.jpg,0.38607784998493844,0.15439922384915022,25.225597859696904,941
24,1746170998.169424,0.05460433607130956,0.024532382872617338,frame_0024.jpg,0.39890286825748733,0.1596705120075344,20.266716597727566,940
25,1746170998.5698435,0.039568359471963445,0.05776980482906663,frame_0025.jpg,0.4159581964731553,0.16548902646904554,19.04862407624205,939
26,1746170998.9693534,0.07280578142841274,0.028489218819813682,frame_0026.jpg,0.4349008053610085,0.17196227287926877,16.825127708930722,939
27,1746170999.3697119,0.014244609409906841,0.04352519541915979,frame_0027.jpg,0.44984177027277383,0.17604713610540368,16.09986407191286,939
28,1746170999.7698476,0.07122304704953421,0.024532382872617338,frame_0028.jpg,0.4646783215769626,0.18040461111566009,14.247219655776519,938
29,1746171000.169585,0.09892089867990861,0.018992812546542455,frame_0029.jpg,0.48610237234312237,0.18426137858461733,4.856016905521642,937
30,1746171000.5694458,0.08230218770168397,0.05143886731355248,frame_0030.jpg,0.5105425908190768,0.18410520697753113,354.8864627646541,1007
31,1746171000.9695733,0.01661871097822465,0.09812953149046935,frame_0031.jpg,0.5368069839858274,0.1821640175712735,0.08921763848599085,936
